EmailName,InitialSendDate,SendCount,PercentOfSend,Opens,OpenRate,TotalOpens,Clicks,ClickRate,TotalClicks,Bounces,BounceRate,Unsubs,UnsubRate,Shares,Delivered,DeliveryRate,Conversions
Search 2J21 ? Email 05                                                                              ,5/5/2020 6:00:45 PM,"68,355",100.00 %,"12,683",18.59 %,19137,"1,026",1.50 %,1812,122,0.18 %,182,0.27 %,6,"68,233",99.82 %,0

